Name,LLI Vessel Type,Built At,Built By,LLI NO,Status,Flag,Net Weight,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Maximum Draught (m),Freeboard (m),Designed By,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,IMO,MMSI,Depth (m),Built,Scrubber installation type,Scrubber manufacturer,Scrubber operating arrangement,Scrubber type,Engine Built By,Engine Power (kW),Engine Horsepower,Engine Designation,P & I Club,Class 1,Class 2,Class 3,Last docking survey date,Last intermediate survey date,Last special survey date,Last tailshaft survey date,Next Docking Survey Date,Next Special Survey Date,ISM Manager,ISM Manager Country/Region,Technical Manager,Technical Manager Country/Region,AIS Destination,Matched Destination,Latest AIS message type,Latest AIS message timestamp,AIS ETA,Company contact,Company contact Country/Region,Lat,Lng
Nicolas P.,reefer,Belgium,-,45134,Dead,Panama,2078,2'-6'dwt,4521,Single,-,4455,-,139.00,-,16.90,-,7.20,4.20,Unknown Engine Designer,Panama,-,-,-,-,-,-,-,-,-,-,-,5265667,-,11.40,1961,-,-,-,-,-,5369,7200,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oskar Floa,reefer,-,-,45201,Dead,Dominica,148,-2'dwt,478,Single,-,289,-,43.00,-,7.30,-,3.70,0.20,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,5266192,-,3.90,1951,-,-,-,-,-,559,750,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Win Far No.101,reefer,Gothenburg,AB Lindholmens Varv,45241,Dead,Panama,3530,10'+ dwt,10200,Double Bottom,-,9737,1118,150.00,139.99,20.50,20.50,7.47,3.66,Semt Pielstick SA,Panama,-,-,-,-,-,-,-,-,-,-,-,7029809,-,11.13,1971,-,-,-,-,AB Lindholmens Varv,4474,6000,12PC2-2V-400,-,-,-,-,-,-,1997-07-01T00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,Chinese Breakers,-,-,-
Beringa Sala,reefer,Sweden,-,45242,Dead,Panama,3531,10'+ dwt,10200,Single,-,9755,-,150.00,140.01,20.50,20.50,7.47,4.57,Semt Pielstick SA,Panama,-,-,-,-,-,-,-,-,-,-,-,7021596,-,12.04,1970,-,-,-,-,Pielstick (Blohm & Voss) Semt,4475,6001,12PC2-2V-400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Riga T.,-,-,-
Ostrov Karaginskiy,reefer,Sweden,-,45243,Dead,Russia,5380,10'+ dwt,10200,Single,-,9794,-,150.00,-,20.50,-,7.50,3.60,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,7014684,-,11.10,1970,-,-,-,-,-,4474,6000,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vostokrybkholodflot,-,-,-
Ronu Sala,reefer,Sweden,-,45244,Dead,Panama,3531,10'+ dwt,10200,Single,-,9772,-,150.00,139.99,20.50,20.50,7.47,4.57,Semt Pielstick SA,Panama,-,-,-,-,-,-,-,-,-,-,-,7052325,-,12.04,1971,-,-,-,-,Pielstick (Blohm & Voss) Semt,4474,6000,12PC2-2V-400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lavinia,-,-,-
Ostrov Lisyanskogo,reefer,Sweden,-,45245,Dead,Russia,5381,10'+ dwt,10200,Single,-,9796,-,150.00,139.99,20.54,20.54,7.47,3.66,Semt Pielstick SA,-,-,-,-,-,-,-,-,-,-,-,-,7001118,-,11.13,1970,-,-,-,-,Pielstick (Blohm & Voss) Semt,4474,6000,PIELSTICK DIESEL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vostokrybkholodflot,-,-,-
Litkes Sala,reefer,Sweden,-,45246,Dead,Lithuania,3530,10'+ dwt,10200,Single,-,9737,-,150.00,-,20.50,-,7.50,3.60,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,6926232,-,11.10,1970,-,-,-,-,-,4474,6000,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Limarko Shipping,-,-,-
Kipsala,reefer,Sweden,-,45247,Dead,Latvia,3424,10'+ dwt,10200,Single,-,6693,-,150.00,139.99,20.50,20.50,7.47,4.57,Semt Pielstick SA,-,-,-,-,-,-,-,-,-,-,-,-,7009392,-,12.04,1970,-,-,-,-,Pielstick (Blohm & Voss) Semt,4474,6000,PIELSTICK DIESEL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Riga T.,-,-,-
Rusu Sala,reefer,Sweden,-,45250,Dead,Lithuania,3424,10'+ dwt,10200,Single,-,6694,-,150.00,139.99,20.50,20.50,7.47,3.66,Semt Pielstick SA,-,-,-,-,-,-,-,-,-,-,-,-,6823985,-,11.13,1969,-,-,-,-,Pielstick (Blohm & Voss) Semt,4474,6000,PIELSTICK DIESEL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Limarko Shipping,-,-,-
Ostrov Shokalskogo,reefer,Sweden,-,45252,Dead,Russia,3632,10'+ dwt,10200,Single,-,9775,-,150.00,140.01,20.50,20.50,7.47,3.66,Semt Pielstick SA,-,-,-,-,-,-,-,-,-,-,-,-,6901878,-,11.13,1969,-,-,-,-,Pielstick (Blohm & Voss) Semt,4474,6000,PIELSTICK DIESEL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vostokrybkholodflot,-,-,-
Doles Sala,reefer,Sweden,-,45253,Dead,Panama,3530,10'+ dwt,10200,Single,-,9737,-,150.00,140.01,20.50,20.50,7.47,4.57,Semt Pielstick SA,Panama,-,-,-,-,-,-,-,-,-,-,-,6905783,-,12.04,1969,-,-,-,-,Pielstick (Blohm & Voss) Semt,4474,6000,PIELSTICK DIESEL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Riga T.,-,-,-
Ostrov Ushakova,reefer,Sweden,-,45254,Dead,Russia,5380,10'+ dwt,10200,Single,-,9794,-,150.00,-,20.50,-,7.50,3.60,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,6912279,-,11.10,1969,-,-,-,-,-,4474,6000,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vostokrybkholodflot,-,-,-
Otomar Oshkaln,reefer,Gdansk,Stocznia Gdansk Shipbuilding,45320,Dead,Russia,2287,2'-6'dwt,4130,Single,-,5238,B433/12,119.80,110.00,17.03,17.00,7.30,3.90,B&W Diesel A/S,Vladivostok,-,-,-,-,-,-,-,-,-,-,-,7306544,-,11.20,1973,-,-,-,-,B&W Diesel A/S,6178,8400,7-42VT2BF-90,-,-,-,-,-,-,2008-01-07T00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,Akfes,-,-,-
Oversea Fruit,reefer,Japan,-,45367,Dead,Panama,2966,6'-10'dwt,6564,Double Bottom,-,6275,-,134.00,-,18.60,-,7.50,3.50,Unknown Engine Designer,Panama,-,-,-,-,-,-,-,-,-,-,-,7043611,-,11.00,1971,-,-,-,-,-,7382,9900,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Great P.N.,-,-,-
Jaffa Glory,reefer,Japan,-,45520,Dead,Panama,3528,10'+ dwt,10736,Single,-,10559,-,162.00,152.00,22.60,22.60,9.02,4.48,B&W Diesel A/S,Panama,-,-,-,-,-,-,-,-,-,-,-,7375129,-,13.50,1974,-,-,-,-,K/S Burmeister & Wain I,11558,15500,B&W DIESEL,-,-,-,-,-,-,1995-10-01T00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,Ofer,-,-,-
Yong Feng,reefer,Italy,-,46051,Dead,Cambodia,2392,2'-6'dwt,4587,Single,-,5205,-,121.00,110.01,17.01,17.01,7.50,1.57,Fiat Avio SpA,Phnom Penh,-,-,-,-,-,-,-,-,-,-,-,6812651,-,9.07,1968,-,-,-,-,Fiat Avio SpA,6261,8396,A680.7L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Rotos,-,-,-
Baltic Reefer,reefer,Gdansk,Stocznia Gdansk Shipbuilding,46222,Dead,Unknown,2524,2'-6'dwt,5880,Single,-,6391,437/07,139.00,128.00,18.01,18.01,7.78,3.73,Sulzer Turbomachinery Services,-,-,-,-,-,-,-,-,-,-,-,-,7384106,-,11.51,1975,-,-,-,-,Zaklady Przemyslu Metalowego H. Cegielski S.A.,9843,13200,8RND68,-,-,-,-,-,-,1996-04-01T00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,Indian Breakers,-,-,-
Pavels Sternbergs,reefer,Gdansk,-,46225,Dead,Malta,2524,2'-6'dwt,5880,Double Bottom,-,6392,-,139.00,128.00,18.01,18.01,7.78,3.73,Sulzer Turbomachinery Services,Valletta,-,-,-,-,-,-,-,-,-,-,-,7362366,-,11.51,1974,-,-,-,-,Sulzer Mitsubishi,9843,13200,8RND68,-,-,-,-,-,-,1995-07-01T00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,Latvian S.C.,-,-,-
National Reefer,reefer,France,-,4623,Dead,Egypt,628,-2'dwt,1625,Single,-,1185,-,84.00,68.00,12.98,12.98,5.09,1.47,Mak Motoren GmbH & Company KG,-,-,-,-,-,-,-,-,-,-,-,-,6910556,-,6.56,1969,-,-,-,-,Atlas-Mak Maschinenbau GmbH,2237,3000,MAK DIESEL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,-,-
Pavlos X,reefer,-,-,46240,Dead,Greece,242,-2'dwt,872,Single,-,497,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,5370230,-,-,1959,-,-,-,-,-,932,1250,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pecan,reefer,Oslo,Nylands Verksted,46272,Dead,Cayman Islands,4621,6'-10'dwt,9720,Double Bottom,-,8360,647,147.00,135.74,20.01,20.00,9.16,3.34,B&W Diesel A/S,George Town,-,-,-,-,-,-,-,-,-,-,-,7038226,-,12.50,1971,-,-,-,-,Nylands Verksted,7829,10499,B&W DIESEL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Holy H.,-,-,-
Pecheur Breton,reefer,Netherlands,-,46275,Dead,Honduras,866,2'-6'dwt,2170,Single,-,1827,-,88.00,88.02,12.73,12.73,4.10,2.74,Stork-Werkspoor Diesel B.V.,San Lorenzo,-,-,-,-,-,-,-,-,-,-,-,5096602,-,6.84,1961,-,-,-,-,Wartsila Nederland BV,1380,1850,SW DIESEL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Nichemak,-,-,-
Maere,reefer,Spain,-,46307,Dead,Malta,869,-2'dwt,1611,Single,-,1710,-,108.00,-,15.20,-,4.20,5.00,Unknown Engine Designer,Valletta,-,-,-,-,-,-,-,-,-,-,-,7301037,-,9.20,1973,-,-,-,-,-,4996,6700,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Roswell,-,-,-
Lady Maria,reefer,Brazil,-,46310,Dead,Brazil,3541,6'-10'dwt,6353,Single,-,5419,-,121.00,110.34,16.95,16.95,7.71,1.97,MAN Energy Solutions SE,-,132,-,-,-,-,-,-,-,-,-,-,6807620,-,9.68,1969,-,-,-,-,MAN Energy Solutions SE,4027,5400,MAN DIESEL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
United Reefer,reefer,-,-,46324,Dead,Panama,2642,6'-10'dwt,6570,Single,-,4849,-,-,-,-,-,-,-,Unknown Engine Designer,Panama,-,-,-,-,-,-,-,-,-,-,-,6616980,-,-,1966,-,-,-,-,-,8501,11400,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Transocean Reefer,reefer,-,-,46401,Dead,Philippines,2644,6'-10'dwt,6429,Single,-,4966,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,6923852,-,-,1969,-,-,-,-,-,6189,8300,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Orange Reefer,reefer,Aalborg,Aalborg Vaerft,46514,Dead,Bahamas,3920,6'-10'dwt,8941,Single,-,8151,182,145.00,133.03,21.01,21.01,8.80,4.00,B&W Diesel A/S,Nassau,-,-,-,-,-,-,-,-,-,-,-,7020578,-,12.80,1970,-,-,-,-,B&W Diesel A/S,11186,15000,8K74EF,-,-,-,-,-,-,1998-06-01T00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,Ofer,-,-,-
Grand United,reefer,-,-,46515,Dead,Panama,2642,6'-10'dwt,6570,Single,-,4849,-,-,-,-,-,-,-,Unknown Engine Designer,Panama,-,-,-,-,-,-,-,-,-,-,-,6702260,-,-,1967,-,-,-,-,-,8501,11400,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Frio Adriatic,reefer,Norway,-,46516,Dead,Panama,4792,6'-10'dwt,9710,Single,-,8065,-,147.00,-,20.10,-,9.20,3.30,Unknown Engine Designer,Panama,-,-,-,-,-,-,-,-,-,-,-,6821822,-,12.50,1968,-,-,-,-,-,8576,11500,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lavinia,-,-,-
Reefer Queen,reefer,-,-,47005,Dead,Greece,4075,10'+ dwt,10455,Single,-,7517,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,5277593,-,-,1962,-,-,-,-,-,7755,10400,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grand Union,reefer,-,-,47014,Dead,Panama,2642,6'-10'dwt,6830,Single,-,4849,-,-,-,-,-,-,-,Unknown Engine Designer,Panama,-,-,-,-,-,-,-,-,-,-,-,6617001,-,-,1966,-,-,-,-,-,8501,11400,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pioner Volkov,reefer,Nikolayev,61 Kommunar Shipbuilding Yard,47121,Dead,Ukraine,2835,2'-6'dwt,5170,Single,-,5856,-,130.00,120.96,16.79,16.79,7.22,2.31,Coltec Industries - Fairbanks Morse Engine Division,-,-,-,-,-,-,-,-,-,-,-,-,7038721,-,9.53,1968,-,-,-,-,-,1342,1800,FM DIESEL,-,-,-,-,-,-,1993-12-03T00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,Yugreftransflot,-,-,-
Grand Fair,reefer,-,-,47141,Dead,Panama,2642,6'-10'dwt,6530,Single,-,4849,-,-,-,-,-,-,-,Unknown Engine Designer,Panama,-,-,-,-,-,-,-,-,-,-,-,6702674,-,-,1967,-,-,-,-,-,8501,11400,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Albacora Frigo,reefer,Ferrol,Astilleros y Talleres del Noroeste S.A. ASTANO,47211,Dead,Spain,1629,2'-6'dwt,3687,Single,-,3342,215,104.00,98.96,15.27,15.25,6.45,2.82,B&W Diesel A/S,-,-,-,-,-,-,-,-,-,-,-,-,6819594,-,9.27,1969,-,-,-,-,B&W Diesel A/S,4027,5400,B&W DIESEL,-,-,-,-,-,-,1996-05-01T00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,Albacora S.A.,-,-,-
Playa de Las Canteras,reefer,-,-,47214,Dead,Spain,863,-2'dwt,1478,Single,-,1568,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,6407822,-,-,1964,-,-,-,-,-,1790,2400,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Playa de Maspalomas,reefer,-,-,47216,Dead,Spain,863,-2'dwt,1478,Single,-,1568,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,6421414,-,-,1965,-,-,-,-,-,1790,2400,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ushuaia,reefer,Ferrol,Astilleros y Talleres del Noroeste S.A. ASTANO,47217,Dead,Argentina,3133,2'-6'dwt,3761,Single,-,4334,216,109.00,98.96,15.27,15.27,6.46,2.82,B&W Diesel A/S,-,-,-,-,-,-,-,-,-,-,-,-,6819609,-,9.28,1969,-,-,-,-,B&W Diesel A/S,4027,5400,7-50VT2BF-110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Antartida P.I.,-,-,-
Song,reefer,Bilbao,Izar (Bilbao),47222,Dead,Unknown,1070,2'-6'dwt,2178,Single,-,2201,134,91.00,80.80,13.60,-,5.56,2.60,B&W Diesel A/S,-,-,-,-,-,-,-,-,-,-,-,-,6610601,-,8.16,1967,-,-,-,-,B&W Diesel A/S,2595,3480,8-42VBF-75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Indian Breakers,-,-,-
Plod,reefer,-,-,47236,Dead,Yugoslavia,2348,2'-6'dwt,4299,Single,-,4601,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,5274230,-,-,1960,-,-,-,-,-,5406,7250,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hui Quan,reefer,-,-,47303,Dead,China,3318,6'-10'dwt,8780,Single,-,6738,-,146.00,136.73,21.04,21.04,8.12,2.93,Semt Pielstick SA,-,104,-,-,-,-,-,-,-,-,-,-,6916160,-,11.05,1969,-,-,-,-,Pielstick (Blohm & Voss) Semt,6242,8370,PIELSTICK DIESEL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montego Bay II,reefer,-,-,47311,Dead,Panama,3396,6'-10'dwt,8758,Single,-,6307,-,-,-,-,-,-,-,Unknown Engine Designer,Panama,-,-,-,-,-,-,-,-,-,-,-,6923266,-,-,1969,-,-,-,-,-,6242,8370,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yang Quan,reefer,France,-,47320,Dead,China,3318,6'-10'dwt,8780,Single,-,6738,-,146.00,136.73,21.04,21.04,8.14,2.91,Semt Pielstick SA,-,104,-,-,-,-,-,-,-,-,-,-,6927729,-,11.05,1969,-,-,-,-,Pielstick (Blohm & Voss) Semt,6242,8370,PIELSTICK DIESEL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Faith,reefer,West Germany,-,47340,Dead,Greece,3141,6'-10'dwt,7950,Single,-,5508,-,147.00,133.00,19.60,19.60,8.22,3.93,Semt Pielstick SA,-,-,-,-,-,-,-,-,-,-,-,-,6728135,-,12.15,1968,-,-,-,-,Pielstick (Blohm & Voss) Semt,5548,7440,PIELSTICK DIESEL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yucatan,reefer,West Germany,-,47341,Dead,Malta,3126,6'-10'dwt,7950,Single,-,5523,-,147.00,-,19.60,-,8.20,4.00,Unknown Engine Designer,Valletta,-,-,-,-,-,-,-,-,-,-,-,6804032,-,12.20,1968,-,-,-,-,-,5548,7440,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Miramar,reefer,Hamburg,Blohm + Voss GmbH,47342,Dead,Cyprus,3770,6'-10'dwt,7949,Double Bottom,-,7807,855,147.00,133.03,19.61,19.61,6.58,2.98,Semt Pielstick SA,-,-,-,-,-,-,-,-,-,-,-,-,6730035,-,9.56,1968,-,-,-,-,Pielstick (Blohm & Voss) Semt,5548,7440,16PC2-2V-400,-,-,-,-,-,-,1993-03-01T00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,Lomar,-,-,-
Chios Spirit,reefer,-,-,47343,Dead,Greece,3727,6'-10'dwt,7957,Single,-,5518,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,6721591,-,-,1967,-,-,-,-,-,5548,7440,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Polar III,reefer,Wismar,Wadan Yards MTW GmbH,47346,Dead,Belize,3900,6'-10'dwt,9288,Single,-,12443,295,151.00,145.37,22.20,22.20,7.79,5.80,MAN Energy Solutions SE,Belize City,-,-,-,-,-,-,-,-,-,-,-,7221366,-,13.59,1972,-,-,-,-,VEB Maschinenbau Halberstadt GmbH,6711,9000,K9Z60/105E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Turkish Breakers,-,-,-
Polar IV,reefer,East Germany,-,47347,Dead,Romania,7158,6'-10'dwt,9288,Single,-,11899,-,151.00,-,22.30,-,7.80,5.80,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,7300904,-,13.60,1973,-,-,-,-,-,6711,9000,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,-,-
Frio Mexico,reefer,West Germany,-,47350,Dead,Cyprus,3118,6'-10'dwt,7896,Double Bottom,-,5556,-,147.00,-,19.60,-,8.20,4.00,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,6810885,-,12.20,1968,-,-,-,-,-,5548,7440,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lomar,-,-,-
Lola,reefer,Germany,-,47354,Dead,Cyprus,3122,6'-10'dwt,7896,Double Bottom,-,5644,-,147.00,-,19.60,-,8.20,1.40,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,6808844,-,9.60,1968,-,-,-,-,-,5548,7440,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lomar,-,-,-
Polina Osipenko,reefer,Poland,-,47375,Dead,Russia,2287,2'-6'dwt,4428,Single,-,5246,-,119.00,-,17.00,-,7.30,3.90,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,7017105,-,11.20,1970,-,-,-,-,-,6264,8400,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FESCO,-,-,-
Acacia Tree,reefer,Belgium,-,47445,Dead,Bahamas,3015,6'-10'dwt,7155,Single,-,5694,-,146.00,-,19.50,-,7.80,1.60,Unknown Engine Designer,Nassau,-,-,-,-,-,-,-,-,-,-,-,6829915,-,9.40,1969,-,-,-,-,-,9396,12600,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Enterprises,-,-,-
Margarita,reefer,Temse,Boelwerf Vlaanderen Shipbuilding N.V.,47470,Dead,Barbados,2353,6'-10'dwt,7340,Single,-,7576,1442,149.00,138.00,19.41,19.41,7.80,4.09,MAN Energy Solutions SE,Bridgetown,-,-,-,-,-,-,-,-,-,-,-,6826030,-,11.89,1969,-,-,-,-,MAN Energy Solutions SE,8501,11400,MAN DIESEL,-,-,-,-,-,-,1997-11-01T00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,Net Shipping,-,-,-
Masir,reefer,U.K.,-,47515,Dead,U.K.,6075,10'+ dwt,12346,Single,-,10487,-,152.00,-,20.70,-,9.50,3.00,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,5282249,-,12.50,1961,-,-,-,-,-,8576,11500,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Golden Dolphin,reefer,-,-,47523,Dead,Greece,9234,10'+ dwt,20026,Single,-,16158,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,6814908,-,-,1968,-,-,-,-,-,9694,13000,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Golden Glory,reefer,-,-,47524,Dead,Greece,9249,10'+ dwt,20026,Single,-,16160,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,6728628,-,-,1968,-,-,-,-,-,9694,13000,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
United Vantage,reefer,-,-,47535,Dead,Singapore,5961,10'+ dwt,11998,Single,-,10225,-,-,-,-,-,-,-,Unknown Engine Designer,Singapore,-,-,-,-,-,-,-,-,-,-,-,5282421,-,-,1957,-,-,-,-,-,-,-,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Reefer Turbo,reefer,Sweden,-,5013,Dead,Malta,4449,6'-10'dwt,8528,Single,-,8021,-,149.00,-,19.00,-,8.50,3.40,Unknown Engine Designer,Valletta,-,-,-,-,-,-,-,-,-,-,-,6503535,-,11.90,1965,-,-,-,-,-,7457,10000,UNKNOWN,-,-,-,-,-,-,1988-11-01T00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,International R.S.,-,-,-
Bering Sea,reefer,La Spezia,Fincantieri-Cantieri Navali Italiani S.p.A. La Spezia,50234,Dead,Bahamas,4738,10'+ dwt,15814,Single,-,9618,1654,152.81,140.00,20.76,20.76,9.19,3.51,Sulzer Turbomachinery Services,Nassau,84,-,-,-,-,-,-,-,-,-,-,7351604,-,12.70,1975,-,-,-,-,Fincantieri-Cantieri Navali Italiani S.p.A.,14496,19440,9RTA58,-,-,-,-,-,-,2003-12-17T00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,Indian Breakers,-,-,-
Coral Sea,reefer,La Spezia,Fincantieri-Cantieri Navali Italiani S.p.A. La Spezia,50242,Dead,Bahamas,4738,10'+ dwt,15814,Single,-,9618,1656,152.81,140.00,20.76,20.76,9.19,3.51,Sulzer Turbomachinery Services,Nassau,84,-,-,-,-,-,-,-,-,-,-,7365382,-,12.70,1976,-,-,-,-,Fincantieri-Cantieri Navali Italiani S.p.A.,14496,19440,9RTA58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Indian Breakers,-,-,-
Ledenik,reefer,Waterhuizen,Shipyard Van Diepen (Waterhuizen Shipyard B.V.),50336,Dead,Croatia,378,-2'dwt,1104,Double Bottom,-,1045,972,68.62,65.73,10.20,10.20,3.96,2.19,Deutz AG,-,-,-,-,-,-,-,-,-,-,-,-,5205837,-,6.15,1962,-,-,-,-,Deutz AG,746,1000,DEUTZ DIESEL,-,-,-,-,-,-,2003-06-01T00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,Jadran T.,-,-,-
Georges A.Rocha,reefer,-,-,50343,Dead,Panama,340,-2'dwt,622,Single,-,613,-,-,-,-,-,-,-,Unknown Engine Designer,Panama,-,-,-,-,-,-,-,-,-,-,-,5046762,-,-,1942,-,-,-,-,-,746,1000,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
